Search Value, Linear Search, Binary Search, Fibonacci Search, Notes
1, 2296, 944, 1004
4, 2204, 876, 1068
22, 2248, 940, 1072
22906, 2304, 1068, 1068
53757, 2304, 812, 1004
112591, 2304, 944, 1008
361940, 2260, 940, 940
475713, 2252, 940, 940
893766, 2248, 1072, 940
996637, 2304, 940, 940
996639, 2252, 876, 1068
996652, 2212, 940, 1004
-996652, 2256, 940,1004


